start,end,today,consent,village_name,gvh_name,ta_name,farmer_gender,farmer_age,farmer_hoh,hoh_education,n_years_farming,own_livestock,own_livestock_animals,own_livestock_animals.cows,own_livestock_animals.chickens,own_livestock_animals.pigs,own_livestock_animals.goats,own_livestock_animals.sheep,own_livestock_animals.other,farming_main_income,household_main_income,n_acres_farm,n_acres_maize,source_water_farm,chem_fertilizer,chem_fertilizer_type,n_bags_npk,n_bags_npk_subsidized,price_bags_npk_nonsubsidized,price_bags_npk_subsidized,enough_bags_npk,n_bags_npk_desired,n_bags_npk_buying_next_year,n_bags_urea,n_bags_urea_subsidized,price_bags_urea_nonsubsidized,price_bags_urea_subsidized,enough_bags_urea,n_bags_urea_desired,n_bags_urea_buying_next_year,able_buy_bags_past,n_bags_maize_t1_season,n_bags_maize_t2_season,n_bags_maize_t3_season,fertilizer_comparison_5years,same_tool_for_fertilizer,single_tool_fertilizer,single_tool_fertilizer_other,tool_basal_fertilizer,tool_basal_fertilizer_other,tool_topdressing_fertilizer,tool_topdressing_fertilizer_other,timing_fertilizer,timing_fertilizer_mix_ntimes,timing_fertilizer_mix,timing_fertilizer_mix_other,place_fertilizer_mix,place_fertilizer_mix_other,ratio_fertilizer_mix_npk,ratio_fertilizer_mix_urea,timing_fertilizer_mix_t1,timing_fertilizer_mix_t1_other,place_fertilizer_mix_t1,place_fertilizer_mix_t1_other,ratio_fertilizer_mix_t1_npk,ratio_fertilizer_mix_t1_urea,timing_fertilizer_mix_t2,timing_fertilizer_mix_t2_other,place_fertilizer_mix_t2,place_fertilizer_mix_t2_other,ratio_fertilizer_mix_t2_npk,ratio_fertilizer_mix_t2_urea,timing_basal_fertilizer,timing_basal_fertilizer_other,place_basal_fertilizer,place_basal_fertilizer_other,timing_topdressing,timing_topdressing_other,place_topdressing,place_topdressing_other,basal_fertilizer_grams,topdressing_fertilizer_grams,know_recommended_tools,reason_no_use_scoop,reason_no_use_scoop_other,would_use_scoop_if_given,would_use_scoop_if_available,wtp_scoop,selling_points_scoop,selling_points_scoop_location,know_price_scoop,price_scoop,type_seed,n_seeds,planting_distance,ridges_distance,several_plants_emerging,intercropping,intercrop_type,intercrop_type_other,pesticide_use,fertilizer_subsidy_received,concern_fertilizer_removed,concern_fertilizer_removed_explain,fertilizer_programme_effective,fertilizer_programme_improvements,fertilizer_programme_improvements_explain,apply_org_fertilizer,origin_org_fertilizer,how_apply_org_fertilizer,challenges_org_fertilizer,type_challenges_org_fertilizer,type_challenges_org_fertilizer_other,sufficient_org_fertilizer,subsidies_org_fertilizer,health_soil_now,health_soil_t10,reasons_changes,suggestions_soil_improvement,final_comments,end_message,uuid
2024-07-30T09:00:10Z,2024-07-30T09:07:45Z,2024-07-30,Yes,David,Mwangata,Somba,Female,30,No,Secondary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,1.3,1.2,Rain-fed,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,0,4,10,More,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Don't know where to buy one,NA,Yes,Yes,200,No,NA,No,NA,Local variety,2 seeds,36,70,Yes,Yes,Pigeon Peas,NA,No,No,Very concerned,Fertilizer is expensive i can not afford i only depends on subsidy,Yes,Not sure,NA,No,NA,NA,NA,NA,NA,Yes,Yes,Unhealthy,NA,It only depends on fertilizer to produce more,Apply manure,Government should help to have access to cheaper fertilizer and other organic manure,NA,aa650a2a-90ee-40ab-bd32-bfa4552415dc
2024-07-30T09:08:05Z,2024-07-30T09:22:12Z,2024-07-30,Yes,David,Mwangata,Somba,Female,42,No,Primary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,No,Informal employment (self),1,1,Rain-fed,Yes,Both,1,1,NA,15000,No,1.5,NA,1,1,NA,15000,No,1.5,NA,No,2,4,7,More,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soon after planting,NA,In the hole of the planting station,NA,21 days after basal application,NA,In the hole of the planting station,NA,5,4.699999999999999,No,Don't know where to buy one,NA,Yes,Yes,100,No,NA,No,NA,Local variety,2 seeds,43,80,Yes,Yes,Pigeon Peas,NA,No,No,Very concerned,I can not afford fertilizer,Yes,Not sure,NA,No,NA,NA,NA,NA,NA,Not sure,Yes,Unhealthy,NA,It only produce when I apply fertilizer,Apply manure,NA,NA,16d00cfd-df92-47f6-bed5-9d993a9227aa
2024-07-30T09:23:36Z,2024-07-30T09:28:39Z,2024-07-30,Yes,David,Mwangata,Somba,Female,48,No,Primary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,No,Informal employment (self),2,2,Rain-fed,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,2,4,More,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Don't know where to buy one,NA,Yes,Yes,100,No,NA,No,NA,Local variety,2 seeds,45,80,No,Yes,Pigeon Peas,NA,No,No,Very concerned,It save us from expensive fertilizer,Yes,Not sure,NA,No,NA,NA,NA,NA,NA,Not sure,Not sure,Unhealthy,NA,It don't produce more,Apply manure,Give us access to enough fertilizer and manure to improve agricultural production for our families,NA,65f6fbee-2cba-48ad-bd3b-fefa19b5ed8f
2024-07-30T09:29:32Z,2024-07-30T09:41:03Z,2024-07-30,Yes,David,Mwangata,Somba,Female,61,No,Primary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,No,Informal employment (self),1,1,Rain-fed,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,8,12,More,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Don't know where to buy one,NA,Yes,Yes,100,No,NA,No,NA,Hybrid,2 seeds,30,90,Yes,Yes,Pigeon Peas,NA,No,Yes,Very concerned,We only depend on subsidy fertilizer,Yes,Not sure,NA,No,NA,NA,NA,NA,NA,Not sure,Yes,Unhealthy,NA,It don't produce more,Apply manure,NA,NA,e5e4a3ae-0f8b-4f1d-ab7e-7fad2dc2e1b7
2024-07-30T08:13:15Z,2024-07-30T08:31:02Z,2024-07-30,Yes,David,Mwangata,Somba,Female,45,Yes,None,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,2,2,Rain-fed,Yes,Both,1.5,0,65000,NA,No,2,1.5,1.5,0,65000,NA,No,2,1.5,Yes,3,5,9,More,Yes,Teaspoon,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,In the hole of the planting station,NA,28 days after basal application,NA,In the hole of the planting station,NA,8.599999999999998,6.099999999999998,Yes,Mine is just as good,NA,Yes,Yes,500,No,NA,No,NA,Local variety,3 seeds,40,65,No,Yes,Pigeon Peas,NA,No,No,Very concerned,We will be living in hunger,No,Yes,Sometimes it reaches people who already have the capacity to buy,Yes,Manure from own livestock,Apply in planting stations before planting,No,NA,NA,No,Yes,Moderately healthy,NA,Steep slope,Use of organic,Govt should try to reach to us with fertiliser,NA,57acb18d-ebe7-48a0-8ad0-0bce46d215fc
2024-07-30T09:42:36Z,2024-07-30T09:50:34Z,2024-07-30,Yes,David,Mwangata,Somba,Female,42,No,Primary,More than 5 years,Yes,chickens,0,1,0,0,0,0,Yes,NA,1,1,Rain-fed,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0.5,6,10,More,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Don't know where to buy one,NA,Yes,Yes,100,No,NA,No,NA,Hybrid,2 seeds,40,8,Yes,Yes,Pigeon Peas,NA,No,No,Very concerned,Fertilizer is expensive so subsidy fertilizer help us,Not sure,Not sure,NA,Yes,Manure from own livestock,Apply between the the ridges before making the ridges,Yes,Not able to buy/produce enough,NA,Not sure,Not sure,Unhealthy,NA,It depends more on fertilizer to produce good results,Apply manure,NA,NA,2372bead-70e4-403e-93c9-78a2e912905f
2024-07-30T08:32:46Z,2024-07-30T08:49:09Z,2024-07-30,Yes,David,Mwangata,Somba,Female,64,Yes,Primary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,2.2,2.2,Rain-fed,Yes,Both,1,0,68000,NA,No,2,1,1,0,68000,NA,No,2,1,Yes,3,18,18,More,Yes,Hands,NA,NA,NA,NA,NA,At the same time,Once,21 days after germination,NA,In the hole of the planting station,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Had one and lost it,NA,Yes,No,100,No,NA,No,NA,OPV (Open Pollinated Varieties),3 seeds,35,65,Yes,Yes,Pigeon Peas,NA,No,No,Very concerned,We get empowered to be able to get enough fertiliser,Not sure,Not sure,NA,No,NA,NA,NA,NA,NA,Not sure,Yes,Unhealthy,NA,Steep slope,Organic fertiliser,Thanks for coming. Please tell the Govt to intervene,NA,6e0d7607-1f23-4941-84ff-89b57b8c82a0
2024-07-30T09:50:40Z,2024-07-30T10:08:41Z,2024-07-30,Yes,David,Mwangata,Somba,Female,46,Yes,Secondary,More than 5 years,Yes,cows chickens goats,1,1,0,1,0,0,Yes,NA,3.5,3,Rain-fed,Yes,Both,2,2,NA,0,No,3,NA,2,0,160000,NA,No,3,NA,No,6,6,60,More,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soon after germination,NA,In the hole of the planting station,NA,21 days after basal application,NA,In the hole of the planting station,NA,8,7,No,Don't know where to buy one,NA,Yes,Yes,100,No,NA,No,NA,Local variety,2 seeds,30,70,Yes,Yes,Pigeon Peas,NA,Yes,No,Concerned,It's only affordable fertilizer in Malawi,Yes,Not sure,NA,Yes,Manure from own livestock,Apply between the the ridges before making the ridges,No,NA,NA,Yes,Not sure,Moderately healthy,NA,It depends much on fertilizer and manure,No,NA,NA,a87d996f-6098-4fa9-a33d-180aac821eab
2024-07-30T08:52:48Z,2024-07-30T09:09:26Z,2024-07-30,Yes,Divide,Mwangata,Somba,Female,42,Yes,Primary,More than 5 years,Yes,goats,0,0,0,1,0,0,Yes,NA,1,1,Rain-fed,Yes,Both,1,0,72000,NA,Yes,NA,1,1,0,72000,NA,Yes,NA,1,Yes,10,20,20,Same,Yes,"Metal bottle top with the lining (e.g., Fanta, Coca Cola, etc.)",NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,In the hole of the planting station,NA,Other,Knee high,In the hole of the planting station,NA,5.800000000000001,4.199999999999999,No,Mine is just as good,NA,Yes,Yes,1000,No,NA,No,NA,OPV (Open Pollinated Varieties),2 seeds,35,65,No,Yes,Pigeon Peas,NA,Yes,No,Very concerned,We depend on them to be able to buy fertiliser,Not sure,Yes,We should be able to get it every year,Yes,Manure from own livestock,Apply in planting stations before planting,No,NA,NA,No,Yes,Healthy,NA,I take care of my fields by having box ridges,More box ridges,NA,NA,e33970e2-1de6-4ceb-9a76-564ca7089495
2024-07-30T09:11:21Z,2024-07-30T09:25:09Z,2024-07-30,Yes,Divide,Mwangata,Somba,Female,21,Yes,Secondary,Between 2 and 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,0.4,0.3,Rain-fed,Yes,Both,0.05,0,5000,NA,No,NA,NA,0.05,0,5000,NA,No,NA,NA,No,1,3,3,More,Yes,Teaspoon,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,In the hole of the planting station,NA,28 days after basal application,NA,In the hole of the planting station,NA,9.8,5.800000000000001,Yes,Don't know where to buy one,NA,Yes,Yes,1000,No,NA,No,NA,Local variety,2 seeds,35,65,No,Yes,Pigeon Peas,NA,No,No,Very concerned,We buy fertiliser at low cost,No,No,NA,No,NA,NA,NA,NA,NA,Not sure,Yes,Healthy,NA,Not sure,Not sure,NA,NA,841a83c4-7265-42ff-8af8-c08e25975a6e
2024-07-30T09:25:51Z,2024-07-30T09:41:14Z,2024-07-30,Yes,Davide,Mwangata,Somba,Female,19,Yes,Secondary,Between 2 and 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,0.3,0.3,Rain-fed,Yes,Both,0.2,0,19000,NA,No,1,NA,0.2,0,19000,NA,No,1,0.2,No,1,2,2,More,Yes,Teaspoon,NA,NA,NA,NA,NA,At the same time,Once,14 days after germination,NA,In the hole of the planting station,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Don't know where to buy one,NA,Yes,Yes,1000,No,NA,No,NA,Hybrid,3 seeds,30,65,No,Yes,Pigeon Peas,NA,No,No,Very concerned,We buy at lower cost,Not sure,Not sure,NA,No,NA,NA,NA,NA,NA,Not sure,Not sure,Unhealthy,NA,Lack of manure,Use of organic fertiliser,NA,NA,ef03f3c0-7d15-42be-91fc-677941115b23
2024-07-30T09:41:41Z,2024-07-30T10:00:04Z,2024-07-30,Yes,Davide,Mwangata,Somba,Female,44,Yes,Primary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,1,1,Both,Yes,Both,0.5,0,40000,NA,No,1,NA,0.5,0,90000,NA,No,1,NA,Yes,0.5,0,15,More,Yes,Teaspoon,NA,NA,NA,NA,NA,At the same time,Once,21 days after germination,NA,In the hole of the planting station,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Other,I don't have,Yes,Yes,200,No,NA,No,NA,Local variety,3 seeds,35,65,Yes,Yes,Other,Vegetables,No,No,Very concerned,We depend on it to be able to buy enough fertiliser,No,Yes,I have been skipped for some years now,Yes,Making own composite from organic residues,Apply in planting stations before planting,No,NA,NA,No,Yes,Healthy,NA,I use old maize stocks,Use of the old stocks will improve,NA,NA,f0b42d16-999f-4b4d-9433-3c573deaac70
2024-07-30T10:05:09Z,2024-07-30T10:18:41Z,2024-07-30,Yes,Davide,Mwangata,Somba,Female,59,Yes,Primary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,1,1,Rain-fed,Yes,Both,0.5,0,40000,NA,No,1,NA,NA,0,40000,NA,No,1,NA,Yes,1.5,15,16,More,Yes,Teaspoon,NA,NA,NA,NA,NA,At the same time,Once,21 days after germination,NA,In the hole of the planting station,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Had one and lost it,NA,Yes,Yes,500,No,NA,No,NA,Hybrid,2 seeds,30,65,No,Yes,Pigeon Peas,NA,Yes,No,Very concerned,We are helped to buy more enough fertiliser.,No,Yes,Should not leave those who can't afford,Yes,Making own composite from organic residues,Apply in planting stations before planting,No,NA,NA,No,Yes,Moderately healthy,NA,Continuous cropping.  More fertility is gone,Use of crop residues,Thanks for checking on us,NA,880bb179-2235-47e6-ba14-2e5e640a992d
2024-07-30T10:20:49Z,2024-07-30T10:31:42Z,2024-07-30,Yes,Davide,Mwangata,Somba,Male,28,Yes,Secondary,Between 2 and 5 years,No,NA,NA,NA,NA,NA,NA,NA,No,Informal employment (self),0.8,0.8,Rain-fed,Yes,Both,0.1,0,4500,NA,No,1,NA,0.1,0,4500,NA,No,1,NA,No,0.15,9,9,More,Yes,Recommended fertilizer cup (cup #5),NA,NA,NA,NA,NA,At the same time,Once,21 days after germination,NA,In the hole of the planting station,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Other,I use them,Yes,Yes,300,No,NA,No,NA,Hybrid,2 seeds,25,62,No,Yes,Pigeon Peas,NA,No,No,Very concerned,Cannot afford to buy the counter fertiliser,Not sure,Not sure,NA,No,NA,NA,NA,NA,NA,Not sure,Yes,Unhealthy,NA,Type of soil is not good for cultivating,Organic fertiliser,Thanks for coming,NA,0e1aa420-cfad-4d98-9b87-0dc7382cdfcf
2024-07-30T10:34:08Z,2024-07-30T10:47:19Z,2024-07-30,Yes,Davide,Mwangata,Somba,Female,31,Yes,Primary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,1,1,Rain-fed,Yes,Both,2,0,95000,NA,Yes,NA,2,1,0,100000,NA,No,2,NA,Yes,2,8,8,More,Yes,"Plastic bottle top of 500ml bottle (e.g., 500ml water bottle)",NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,In the hole of the planting station,NA,21 days after basal application,NA,In the hole of the planting station,NA,7.699999999999999,4.899999999999999,Yes,Other,It's scarce,Yes,No,500,No,NA,No,NA,Hybrid,2 seeds,35,60,No,Yes,Pigeon Peas,NA,No,No,Very concerned,We buy more bags with less money,Yes,No,NA,No,NA,NA,NA,NA,NA,Not sure,Yes,Unhealthy,NA,Type of soil,Use of crop residues,Thanks for seeing our situations,NA,1bf149f1-95b5-44ae-bb06-9bf49f65b390
2024-07-30T08:30:15Z,2024-07-30T08:38:15Z,2024-07-30,Yes,Davide,Mwangata,Somba,Male,58,Yes,Primary,More than 5 years,Yes,chickens,0,1,0,0,0,0,Yes,NA,0.3,0.3,Both,Yes,Both,1,1,NA,15000,No,2,1,1,1,NA,15000,No,2,1,No,2,15,18,More,Yes,"Metal bottle top with the lining (e.g., Fanta, Coca Cola, etc.)",NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soon after germination,NA,Close (ca. 10cm) to the planting station,NA,Other,When 6 leaves appear,Close (ca. 10cm) to the planting station,NA,8.3,4.1,No,Other,I have never been told,Yes,Yes,600,No,NA,No,NA,Hybrid,1 seed,36.5,70,Yes,Yes,Beans,NA,No,Yes,Very concerned,Fertilizer is expensive,No,Not sure,NA,Yes,Making own composite from organic residues,Apply between the the ridges before making the ridges,No,NA,NA,No,Yes,Unhealthy,NA,Lack of manure,Making enough compost manure,No,NA,887b655a-590c-4ce3-a0ce-f61ac528d8c0
2024-07-30T08:39:41Z,2024-07-30T08:57:50Z,2024-07-30,Yes,Davide,Mwangata,Somba,Male,25,Yes,Secondary,Between 2 and 5 years,Yes,chickens,0,1,0,0,0,0,No,Informal employment (self),0.2,0.2,Both,Yes,Both,1,1,NA,15000,Yes,NA,1,1,1,NA,15000,Yes,NA,1,No,4,8,9,Same,Yes,"Metal bottle top with the lining (e.g., Fanta, Coca Cola, etc.)",NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,Close (ca. 10cm) to the planting station,NA,Other,After 10 days,Close (ca. 10cm) to the planting station,NA,5.699999999999999,4.1,No,Other,I do not know the cups,Yes,Yes,500,No,NA,No,NA,Local variety,2 seeds,40,70,Yes,Yes,Beans,NA,No,Yes,Very concerned,Fertilizer is expensive,No,Yes,Reduce the price for everyone to afford purchasing,Yes,Manure from own livestock,Apply between the the ridges before making the ridges,Yes,Other,Manure are not enough,No,Yes,Unhealthy,NA,Lack of plant nutrients,Apply more manure,No,NA,8ddba037-94c4-4144-be57-4ac8baa17860
2024-07-30T08:58:40Z,2024-07-30T09:11:49Z,2024-07-30,Yes,Davide,Mwangata,Somba,Male,28,Yes,Secondary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,0.4,0.4,Both,Yes,Both,1,1,NA,15000,No,2,1,1,1,NA,15000,No,2,1,No,3,15,14,More,Yes,"Metal bottle top with the lining (e.g., Fanta, Coca Cola, etc.)",NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soon after germination,NA,In the middle of two planting stations,NA,21 days after basal application,NA,In the middle of two planting stations,NA,6.899999999999999,NA,No,Other,I do not know the cups,Yes,Yes,300,No,NA,No,NA,Hybrid,1 seed,40,60,No,No,NA,NA,No,Yes,Very concerned,Fertilizer is expensive,No,Yes,Identity cards must be used always when distributing coupons,No,NA,NA,NA,NA,NA,No,Yes,Unhealthy,NA,Climate change,Applying manure,No,NA,d0d448e3-177c-44a0-a970-2391ef629235
2024-07-30T09:18:01Z,2024-07-30T09:39:37Z,2024-07-30,Yes,Davide,Mwangata,Somba,Female,51,Yes,Primary,More than 5 years,Yes,chickens,0,1,0,0,0,0,Yes,NA,0.5,0.5,Both,Yes,Both,1,0,85000,NA,No,2,2,1,0,83000,NA,No,2,2,No,8,15,20,More,Yes,"Metal bottle top with the lining (e.g., Fanta, Coca Cola, etc.)",NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soon after germination,NA,Close (ca. 10cm) to the planting station,NA,21 days after basal application,NA,Close (ca. 10cm) to the planting station,NA,7.099999999999998,4.5,Yes,Don't know where to buy one,NA,Yes,Yes,100,No,NA,No,NA,Hybrid,1 seed,28,50,Yes,Yes,Other,Cassava,No,No,Very concerned,Fertilizer is expensive,No,Yes,Proper distribution of coupons,Yes,Buying manure,Apply between the the ridges before making the ridges,No,NA,NA,No,Yes,Unhealthy,NA,Continuous cultivation,Apply manure,No,NA,189a0862-33e2-4cce-ba93-5feeb00ba1a3
2024-07-30T09:45:08Z,2024-07-30T10:05:58Z,2024-07-30,Yes,Davide,Mwangata,Somba,Female,38,Yes,Secondary,More than 5 years,Yes,chickens,0,1,0,0,0,0,Yes,NA,1,1,Both,Yes,Both,2,1,65,15000,Yes,NA,2,2,1,50000,15000,Yes,NA,2,No,2,2,20,More,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soon after germination,NA,Close (ca. 10cm) to the planting station,NA,21 days after basal application,NA,Close (ca. 10cm) to the planting station,NA,9.7,6.5,Yes,Other,Not available in the shops,Yes,Yes,500,No,NA,No,NA,Hybrid,2 seeds,44,72,Yes,Yes,Beans,NA,No,Yes,Very concerned,I cannot afford to buy enough for the farm,No,Not sure,NA,Yes,Other,Apply in planting stations before planting,No,NA,NA,No,Yes,Healthy,NA,Crops are able to grow sometimes without fertilizer,Apply more manure,No,NA,39b02fde-8855-47c0-a2f6-892cddb6cf19
2024-07-30T10:16:10Z,2024-07-30T10:35:03Z,2024-07-30,Yes,Davide,Mwangata,Somba,Female,36,Yes,Secondary,More than 5 years,Yes,chickens,0,1,0,0,0,0,Yes,NA,2,1,Both,Yes,Both,2,1,60000,15000,No,4,2,2,1,55000,15000,No,4,2,No,11,60,70,More,Yes,"Metal bottle top with the lining (e.g., Fanta, Coca Cola, etc.)",NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soon after germination,NA,Close (ca. 10cm) to the planting station,NA,Other,When it reaches the knees,Close (ca. 10cm) to the planting station,NA,7.099999999999998,4.699999999999999,Yes,Had one and lost it,NA,Yes,Yes,500,No,NA,No,NA,Hybrid,1 seed,30,40,Yes,Yes,Pigeon Peas,NA,No,Yes,Very concerned,We cannot afford to buy enough for maize cultivation,No,Yes,Proper planning,Yes,Buying manure,Apply between the the ridges before making the ridges,Yes,Not able to buy/produce enough,NA,No,Yes,Healthy,NA,Crops are able to grow without fertilizer,Add more manure,No,NA,9454b53b-614b-4754-b4f1-4c91ad9dc5aa
2024-07-30T10:43:48Z,2024-07-30T10:55:37Z,2024-07-30,Yes,Davide,Mwangata,Somba,Female,52,Yes,Primary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,0.5,0.4,Both,Yes,Both,1,1,NA,15000,No,2,1,1,1,NA,15000,No,2,1,No,3,5,8,More,Yes,"Metal bottle top with the lining (e.g., Fanta, Coca Cola, etc.)",NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,Close (ca. 10cm) to the planting station,NA,21 days after basal application,NA,Close (ca. 10cm) to the planting station,NA,8.899999999999999,4.899999999999999,Yes,Other,Cannot contain much fertilizer,No,No,0,No,NA,No,NA,Hybrid,2 seeds,30,40,Yes,Yes,Pigeon Peas,NA,No,Yes,Very concerned,Fertilizer is expensive,No,Not sure,NA,Yes,Buying manure,Mix with chemical fertilizers and apply,No,NA,NA,No,Yes,Unhealthy,NA,Crops cannot grow without fertilizer or manure,Apply more manure,No,NA,554328d4-41fa-445e-ac85-9a8188bdae0c
2024-07-30T07:49:04Z,2024-07-30T08:11:51Z,2024-07-30,Yes,David,Mwangata,Somba,Female,37,No,Secondary,More than 5 years,Yes,goats cows chickens,1,1,0,1,0,0,Yes,NA,2,2,Rain-fed,Yes,Both,1,1,NA,30000,No,2,2,1,0,65000,NA,No,2,2,Yes,3,15,15,Same,Yes,"Metal bottle top without the lining (e.g., Fanta, Coca Cola, etc.)",NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14 days after germination,NA,In the middle of two planting stations,NA,Other,37 days,In the middle of two planting stations,NA,8.599999999999998,5.199999999999999,Yes,Other,Laziness,Yes,Yes,1000,Yes,Shops that sell seeds,No,NA,OPV (Open Pollinated Varieties),1 seed,35,60,No,Yes,Beans,NA,No,Yes,Not concerned at all,"Because if removed, we will gather strengthen to buy for ourselves in addition sometimes subsidy brings arguments",No,No,NA,Yes,Manure from own livestock,Apply between the the ridges before making the ridges,No,NA,NA,No,No,Very healthy,NA,Because it has black soil and most of the times when i plant am able to get yields,Burring farm crops remains and application of manure,NA,NA,8128d6c8-8431-49f1-b768-6b91fafd5265
